DateTime,Description,Plant Code,Alarm Group,Alarm State,Value,Operator,Operator Node
12/15/2024 00:02:16.918,Open gas supply,SCA041OS931OING,Genset_4,         ,ON,WOIS,CWA901
12/15/2024 00:02:17.907,Fuel limiter active,SCA041IS1001ING,Genset_4,         ,ON,WOIS,CWA901
12/15/2024 00:02:17.923,"MCC, degassing valve control",SCA041CV947ING,Genset_4,         ,ON,WOIS,CWA901
12/15/2024 00:02:19.625,Gen. breaker synchronizing,BAE031Q000SYN,Genset_3,         ,ON,WOIS,CWA901
12/15/2024 00:02:19.801,AVR synchronising on,CFC031S013ACK,Genset_3,         ,ON,WOIS,CWA901
12/15/2024 00:02:19.887,Engine sequence: Synchronising,SOB031E206INF,Genset_3,         ,ON,WOIS,CWA901
12/15/2024 00:02:19.910,"MCC, degassing valve control",SCA041CV947ING,Genset_4,         ,OFF,WOIS,CWA901
12/15/2024 00:02:19.910,"SF, Engine phase, primary",SCA041ST197PSF,Genset_4,UNACK_ALM,ON,WOIS,CWA901
12/15/2024 00:02:21.899,"MCC, degassing valve control",SCA041CV947ING,Genset_4,         ,ON,WOIS,CWA901
12/15/2024 00:02:22.184,Gen. breaker closed,BAE031Q000CLO,Genset_3,         ,ON,WOIS,CWA901
12/15/2024 00:02:22.184,Gen. breaker open,BAE031Q000OPN,Genset_3,         ,OFF,WOIS,CWA901
12/15/2024 00:02:22.268,"Engine control, speed (droop)",CFC031S002SEL,Genset_3,         ,OFF,WOIS,CWA901
12/15/2024 00:02:22.268,Parallel with grid,CFC031S034ACK,Genset_3,         ,ON,WOIS,CWA901
12/15/2024 00:02:22.268,Power Factor Control active,BAE031E002INF,Genset_3,         ,ON,WOIS,CWA901
12/15/2024 00:02:22.268,Engine sequence: Idle running,SOB031E204INF,Genset_3,         ,OFF,WOIS,CWA901
12/15/2024 00:02:22.268,Engine sequence: Loading,SOB031E207INF,Genset_3,         ,ON,WOIS,CWA901
12/15/2024 00:02:22.268,Gen. breaker synchronizing,BAE031Q000SYN,Genset_3,         ,OFF,WOIS,CWA901
12/15/2024 00:02:22.441,AVR synchronising on,CFC031S013ACK,Genset_3,         ,OFF,WOIS,CWA901
12/15/2024 00:02:22.527,Engine sequence: Synchronising,SOB031E206INF,Genset_3,         ,OFF,WOIS,CWA901
12/15/2024 00:02:22.904,Generator breaker status NO,SCA031GS798ING,Genset_3,         ,ON,WOIS,CWA901
12/15/2024 00:02:23.905,Speed increase,SCA031OS163ING,Genset_3,         ,ON,WOIS,CWA901
12/15/2024 00:02:23.905,Speed decrease,SCA031OS164ING,Genset_3,         ,ON,WOIS,CWA901
12/15/2024 00:02:23.921,"MCC, degassing valve control",SCA041CV947ING,Genset_4,         ,OFF,WOIS,CWA901
12/15/2024 00:02:25.728,"DER, Pgas, Gas feed pressure",SOB041F159INF,Genset_4,         ,OFF,WOIS,CWA901
12/15/2024 00:02:25.728,"DER, Trec, Charge air temp in receiver",SOB041F153INF,Genset_4,         ,ON,WOIS,CWA901
12/15/2024 00:02:25.907,"MCC, degassing valve control",SCA041CV947ING,Genset_4,         ,ON,WOIS,CWA901
12/15/2024 00:02:26.924,"MCC, degassing valve control",SCA041CV947ING,Genset_4,         ,OFF,WOIS,CWA901
12/15/2024 00:02:27.898,kW control enabled,SCA031OS7328ING,Genset_3,         ,ON,WOIS,CWA901
12/15/2024 00:02:29.902,"MCC, degassing valve control",SCA041CV947ING,Genset_4,         ,ON,WOIS,CWA901
