DateTime,Description,Plant Code,Alarm Group,Alarm State,Value,Operator,Operator Node
12/15/2024 00:03:03.547,"MCC, degassing valve control",SCA231CV947ING,Genset_23,         ,ON,WOIS,CWA903
12/15/2024 00:03:05.542,"MCC, degassing valve control",SCA231CV947ING,Genset_23,         ,OFF,WOIS,CWA903
12/15/2024 00:03:05.856,Radiator freq. conv. running,BLP221M001RNI,Genset_22,         ,ON,WOIS,CWA903
12/15/2024 00:03:06.527,"SF, TC B speed",SCA221SE528SF,Genset_22,UNACK_ALM,ON,WOIS,CWA903
12/15/2024 00:03:06.527,"MCC, degassing valve control",SCA231CV947ING,Genset_23,         ,ON,WOIS,CWA903
12/15/2024 00:03:06.549,"Gas shutoff valve status, V033",ZAC161V033INF,Genset_16,         ,ON,WOIS,CWA903
12/15/2024 00:03:06.616,"DER, Trec, Charge air temp in receiver",SOB231F153INF,Genset_23,         ,ON,WOIS,CWA903
12/15/2024 00:03:06.616,"DER, Pgas, Gas feed pressure",SOB231F159INF,Genset_23,         ,OFF,WOIS,CWA903
12/15/2024 00:03:06.682,"UNIC to PLC HW, AVR activation (70% speed), IS183",CFC221A322INF,Genset_22,         ,ON,WOIS,CWA903
12/15/2024 00:03:07.385,AVR excitation on,BAE221S005ACK,Genset_22,         ,ON,WOIS,CWA903
12/15/2024 00:03:07.545,"MCC, degassing valve control",SCA231CV947ING,Genset_23,         ,OFF,WOIS,CWA903
12/15/2024 00:03:08.437,"Gas leak test pressure status, P02",ZAC161P002INF,Genset_16,         ,ON,WOIS,CWA903
12/15/2024 00:03:08.546,"MCC, degassing valve control",SCA231CV947ING,Genset_23,         ,ON,WOIS,CWA903
12/15/2024 00:03:09.555,"MCC, degassing valve control",SCA231CV947ING,Genset_23,         ,OFF,WOIS,CWA903
12/15/2024 00:03:10.542,"MCC, degassing valve control",SCA231CV947ING,Genset_23,         ,ON,WOIS,CWA903
12/15/2024 00:03:10.701,Gen. voltage supervision,CFC221S014ACK,Genset_22,         ,ON,WOIS,CWA903
12/15/2024 00:03:11.706,"ALM, GRU, Main line gas inlet pressure high",ZAC161P010AH,Genset_16,UNACK_ALM,ON,WOIS,CWA903
12/15/2024 00:03:12.120,"UNIC to PLC HW, Open gas supply request, OS9310",CFC231A328INF,Genset_23,         ,OFF,WOIS,CWA903
12/15/2024 00:03:12.204,"Gas shutoff valve status, V034",ZAC231V034INF,Genset_23,         ,OFF,WOIS,CWA903
12/15/2024 00:03:12.529,Fuel limiter active,SCA231IS1001ING,Genset_23,         ,OFF,WOIS,CWA903
12/15/2024 00:03:12.529,Start failure indication,SCA231IS875ING,Genset_23,         ,ON,WOIS,CWA903
12/15/2024 00:03:12.529,Engine gas ventilation complete,SCA231IS884ING,Genset_23,         ,OFF,WOIS,CWA903
12/15/2024 00:03:12.529,Start solenoid valve,SCA231CV321ING,Genset_23,         ,OFF,WOIS,CWA903
12/15/2024 00:03:12.545,"MCC, degassing valve control",SCA231CV947ING,Genset_23,         ,OFF,WOIS,CWA903
12/15/2024 00:03:12.545,Open gas supply,SCA231OS931OING,Genset_23,         ,OFF,WOIS,CWA903
12/15/2024 00:03:13.546,"MCC, degassing valve control",SCA231CV947ING,Genset_23,         ,ON,WOIS,CWA903
